"filename", "language", "Markdown", "JSON", "TypeScript JSX", "YAML", "TypeScript", "PostCSS", "JSON with Comments", "JavaScript", "XML", "MS SQL", "comment", "blank", "total"
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\creator\webhooks\test\route.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\docs.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\docs\route.ts", "TypeScript", 0, 0, 0, 0, 272, 0, 0, 0, 0, 0, 2, 13, 287
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\protected\route.ts", "TypeScript", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 3, 7, 53
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\public\blog\[postId]\rating\route.ts", "TypeScript", 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 10, 18, 160
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\public\marketplace\categories\route.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\public\marketplace\items\route.ts", "TypeScript", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 4, 9, 95
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\public\marketplace\requests\route.ts", "TypeScript", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 1, 8, 78
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\public\webhooks\events\route.ts", "TypeScript", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 3, 43
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\sl\entitlements\route.ts", "TypeScript", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 2, 8, 75
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\sl\instances\[id]\config\route.ts", "TypeScript", 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 4, 21, 127
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\sl\instances\[id]\route.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 5, 34
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\sl\instances\[id]\snapshots\[snapshotId]\restore\route.ts", "TypeScript", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 2, 12, 78
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\sl\instances\[id]\token\rotate\route.ts", "TypeScript", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 6, 31
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\sl\register\route.ts", "TypeScript", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 4, 12, 92
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\admin\route.ts", "TypeScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\categories\[id]\route.ts", "TypeScript", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 2, 4, 48
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\categories\route.ts", "TypeScript", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 1, 4, 66
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\items\[id]\categories\route.ts", "TypeScript", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 3, 10, 80
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\items\categories\batch\route.ts", "TypeScript", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 3, 5, 38
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\items\categories\route.ts", "TypeScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 1, 4, 29
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\items\route.ts", "TypeScript", 0, 0, 0, 0, 323, 0, 0, 0, 0, 0, 12, 26, 361
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\tools\marketplace\requests\route.ts", "TypeScript", 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 1, 17, 119
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\get\route.ts", "TypeScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\sync\route.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\update\fertility\route.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\update\partner\route.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\update\pregnancy\route.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\v1\update\settings\route.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\api\webhooks.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 4, 18
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\apps\register\page.tsx", "TypeScript JSX", 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 7, 114
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\blog\[slug]\page.tsx", "TypeScript JSX", 0, 0, 235, 0, 0, 0, 0, 0, 0, 0, 0, 2, 237
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\blog\page.tsx", "TypeScript JSX", 0, 0, 590, 0, 0, 0, 0, 0, 0, 0, 18, 29, 637
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\blog\public\page.tsx", "TypeScript JSX", 0, 0, 337, 0, 0, 0, 0, 0, 0, 0, 4, 22, 363
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\blog\rss\route.ts", "TypeScript", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 1, 8, 78
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\AdminDashboard.tsx", "TypeScript JSX", 0, 0, 1132, 0, 0, 0, 0, 0, 0, 0, 14, 36, 1182
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\page.tsx", "TypeScript JSX", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\SeedRbacCard.tsx", "TypeScript JSX", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 7, 74
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\overrides\page.tsx", "TypeScript JSX", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 4, 51
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\page.tsx", "TypeScript JSX", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 3, 33
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\roles\[roleId]\page.tsx", "TypeScript JSX", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 10, 113
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\admin\permissions\roles\page.tsx", "TypeScript JSX", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 6, 63
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\apikeys\actions-client.tsx", "TypeScript JSX", 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 3, 5, 117
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\apikeys\client-actions.tsx", "TypeScript JSX", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\apikeys\components\table.tsx", "TypeScript JSX", 0, 0, 422, 0, 0, 0, 0, 0, 0, 0, 3, 23, 448
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\apikeys\page.tsx", "TypeScript JSX", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 5, 7, 81
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\blog\categories\page.tsx", "TypeScript JSX", 0, 0, 303, 0, 0, 0, 0, 0, 0, 0, 1, 22, 326
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\blog\edit\[id]\page.tsx", "TypeScript JSX", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 10, 153
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\blog\manage\page.tsx", "TypeScript JSX", 0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 5, 15, 296
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\blog\new\page.tsx", "TypeScript JSX", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 8, 120
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\blog\page.tsx", "TypeScript JSX", 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 7, 171
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\blog\settings\page.tsx", "TypeScript JSX", 0, 0, 243, 0, 0, 0, 0, 0, 0, 0, 4, 17, 264
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\configs\components\table.tsx", "TypeScript JSX", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\configs\page.tsx", "TypeScript JSX", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\entitlements\components\table.tsx", "TypeScript JSX", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 4, 43
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\entitlements\page.tsx", "TypeScript JSX", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\instances\components\table.tsx", "TypeScript JSX", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 5, 57
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\instances\page.tsx", "TypeScript JSX", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\layout.tsx", "TypeScript JSX", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\objects\[id]\page.tsx", "TypeScript JSX", 0, 0, 574, 0, 0, 0, 0, 0, 0, 0, 15, 33, 622
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\objects\components\columns.tsx", "TypeScript JSX", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 4, 44
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\objects\new\page.tsx", "TypeScript JSX", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 1, 4, 52
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\objects\page.tsx", "TypeScript JSX", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 1, 4, 43
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\page.tsx", "TypeScript JSX", 0, 0, 471, 0, 0, 0, 0, 0, 0, 0, 14, 29, 514
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace-scrape\Importer.tsx", "TypeScript JSX", 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 13, 158
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace-scrape\Scraper.tsx", "TypeScript JSX", 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 2, 16, 141
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace-scrape\page.tsx", "TypeScript JSX", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 6, 50
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\categories\CategoriesEditor.tsx", "TypeScript JSX", 0, 0, 588, 0, 0, 0, 0, 0, 0, 0, 35, 23, 646
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\categories\page.tsx", "TypeScript JSX", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 5, 38
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\explorer\Explorer.tsx", "TypeScript JSX", 0, 0, 1411, 0, 0, 0, 0, 0, 0, 0, 33, 43, 1487
"c:\Users\Dabz\Desktop\Dev\sl.itzdabbzz.me\packages\core\app\dashboard\tools\marketplace\explorer\components\CategoryPicker.tsx", "TypeScript JSX", 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 24, 12, 208
